a,126627157.2275,1,568000
a,85196280.1516667,568001,778000
a,31670314.0039156,778001,783000
a,30282629.1594786,783001,11177000
a,30276282.7908827,11177001,11420000
a,25104579.5466227,11420001,12760000
a,25446507.6352276,12760001,13772000
a,25539077.3117889,13772001,13850000
a,25539703.0133358,13850001,27737000
a,30806878.1730582,27737001,28246000
a,25290083.2265262,28246001,255416000
a,25304872.4717465,255416001,277080000
a,25262984.3912954,277080001,277176000
a,25265070.2203411,277176001,293955000
a,25182990.7721348,293955001,294163000
a,24943936.9259501,294163001,344384000
a,24943147.8678486,344384001,349701000
a,25105218.5424308,349701001,349922000
a,25146070.1505866,349922001,350454000
a,25145028.3981114,350454001,357764000
a,25145266.313953,357764001,358181000
a,25144968.2297946,358181001,358288000
a,24882445.3930702,358288001,359529000
a,24882410.8796008,359529001,360034000
a,24882374.8771518,360034001,360581000
a,24882484.8289886,360581001,365350000
a,24882479.0567437,365350001,367667000
a,24882283.4934784,367667001,367762000
a,24811942.6643702,367762001,370699000
a,24811938.2559081,370699001,370740000
a,24818252.788048,370740001,370927000
a,24790164.8923729,370927001,370965000
a,24776620.0547979,370965001,378303000
a,24699867.1063145,378303001,384479000
a,24699966.7506152,384479001,435935000
a,24699838.0440671,435935001,437483000
a,24699724.7570825,437483001,440497000
a,24697150.660882,440497001,441738000
a,24702428.9842449,441738001,449319000
a,24623720.9391708,449319001,449401000
a,24637124.4105649,449401001,449951000
a,24643426.2373175,449951001,450007000
a,24468889.7108088,450007001,467592000
a,24475050.0412088,467592001,487343000
a,24448379.9461381,487343001,495094000
a,24448384.926186,495094001,524147000
a,24448317.2406313,524147001,524900000
a,24459678.4154118,524900001,524930000
a,24311452.4492554,524930001,531421000
a,24313711.5396598,531421001,549071000
a,24490214.8655315,549071001,549402000
a,24451827.0729171,549402001,557156000
a,24452414.3462239,557156001,607504000
a,24452670.9151482,607504001,609996000
a,24454189.3573793,609996001,613241000
a,24454060.4984151,613241001,623186000
a,24455147.4282956,623186001,623505000
a,24455124.226702,623505001,623549000
a,24454947.4203275,623549001,624063000
a,24350213.5043669,624063001,624079000
a,24312473.9750878,624079001,632163000
a,24312731.4822081,632163001,635069000
a,24315509.2108473,635069001,639899000
a,24315167.7235055,639899001,643247000
a,24317136.8532524,643247001,644942000
a,24318069.5352144,644942001,912628000
a,24314368.2409106,912628001,959601000
a,24315962.4466068,959601001,959652000
a,24326209.3073663,959652001,959972000
a,24326357.9117967,959972001,965752000
a,24290454.8155695,965752001,965900000
a,24289311.512252,965900001,966222000
a,24288537.4672283,966222001,966694000
a,24288444.9885553,966694001,966770000
a,24288511.1970861,966770001,967982000
a,24214372.9484339,967982001,968092000
a,24240748.338985,968092001,977459000
a,24184797.155154,977459001,981734000
a,24124523.605891,981734001,981814000
a,23827301.7083741,981814001,982641000
a,23827302.5426112,982641001,983324000
a,23827436.7757637,983324001,983641000
a,23827569.5356398,983641001,983907000
a,23827570.4395902,983907001,984384000
a,23826734.8385058,984384001,985039000
a,23826842.4434632,985039001,985118000
a,23826841.769567,985118001,985369000
a,23827026.1731301,985369001,985562000
a,23752083.586495,985562001,1034256000
a,23752234.6799313,1034256001,1034650000
a,23752152.6513598,1034650001,1035045000
a,23752300.0891977,1035045001,1035089000
a,23752208.3702788,1035089001,1037350000
a,23750307.2714371,1037350001,1041970000
a,23750192.5393907,1041970001,1042679000
a,23718426.6079499,1042679001,1042698000
a,23683896.2590539,1042698001,1042890000
a,23683886.358361,1042890001,1044143000
a,23683655.5808399,1044143001,1044331000
a,23683677.5546659,1044331001,1045010000
a,23683729.476144,1045010001,1045247000
a,23683735.2521255,1045247001,1048852000
a,23644527.0226833,1048852001,1051115000
a,23717469.9086438,1051115001,1058791000
a,23711285.3566006,1058791001,1068359000
a,23815157.8462517,1068359001,1071712000
a,23861270.4317386,1071712001,1072045000
a,23862518.5325919,1072045001,1122721000
a,23903718.3415004,1122721001,1122910000
a,23940146.1817206,1122910001,1152000000
a,23935486.3451447,1152000001,1155912000
a,23951773.4408646,1155912001,1216837000
a,23988186.5343032,1216837001,1237512000
a,23990639.185901,1237512001,1472775000
a,23990019.4150514,1472775001,1476255000
a,23930691.4696111,1476255001,1476966000
a,23929952.7564388,1476966001,1476990000
a,23893838.4206311,1476990001,1480073000
a,23893286.8579852,1480073001,1482097000
a,23893282.2050669,1482097001,1483046000
a,23897936.6291914,1483046001,1485235000
a,23897971.4221875,1485235001,1486409000
a,23898264.8229658,1486409001,1487257000
a,23898389.9972848,1487257001,1503276000
a,37208313.3057331,1503276001,1503501000
a,37209573.550091,1503501001,2201370000
a,37508364.7468072,2201370001,2201476000
a,37624399.5766504,2201476001,2203482000
a,37621949.9996976,2203482001,2251969000
a,37620402.4382127,2251969001,2252011000
a,37621335.5635027,2252011001,2252505000
a,37935427.0762637,2252505001,2271646000
a,39685282.7404426,2271646001,2276395000
a,38402348.3989836,2276395001,2276424000
a,38345339.7396543,2276424001,2276488000
a,38175809.5098705,2276488001,2282746000
a,38176828.6334826,2282746001,2287262000
a,38176949.4328905,2287262001,2288964000
a,38120584.5852439,2288964001,2289038000
a,38121087.6029823,2289038001,2289160000
a,37629688.7504267,2289160001,2289241000
a,37761960.2593207,2289241001,2333663000
a,39588759.7839112,2333663001,2333835000
a,39588730.7027473,2333835001,2335094000
a,39532058.8950979,2335094001,2335188000
a,39288582.4550061,2335188001,2335490000
a,38825237.3249159,2335490001,2336031000
a,38825252.430021,2336031001,2338933000
a,38825187.7573484,2338933001,2340303000
a,38707105.1877156,2340303001,2340449000
a,38707185.7071766,2340449001,2342850000
a,38098301.5027894,2342850001,2342937000
a,38098310.0734816,2342937001,2346632000
a,38105525.5624359,2346632001,2347532000
a,38105528.9217879,2347532001,2348936000
a,38130952.18762,2348936001,2354650000
a,38131381.8341591,2354650001,2358412000
a,38131388.5823181,2358412001,2373820000
a,38076160.0741088,2373820001,2373874000
a,38076225.2505794,2373874001,2373935000
a,38076165.6388147,2373935001,2427340000
a,38080717.2049912,2427340001,2428283000
a,37695832.2152751,2428283001,2428406000
a,39467505.9825683,2428406001,2429071000
a,40072778.1386308,2429071001,2433584000
a,40073773.6110145,2433584001,2433656000
a,40074436.9613052,2433656001,2444259000
a,39924800.7812996,2444259001,2444357000
a,39585263.4575007,2444357001,2444761000
a,39531604.5485358,2444761001,2677625000
a,39587745.8219197,2677625001,2686350000
a,39842996.6987895,2686350001,2686384000
a,39842342.185276,2686384001,2692427000
